news,news_category,views,poster,time,month,year,news_link
Cleric Predicts Long Life For Buhari,Politics," / , / ,  / , (15184 Views) ",Obinoscopy,9:08am,Jan 30,2015,https://www.nairaland.com/2121036/cleric-predicts-long-life-buhari
Woman Accuses Lebanese Couple Of Torture (pictured),Crime," / , / ,  / , (25046 Views) ",lalasticlala,8:44am,Jan 29,2015,https://www.nairaland.com/2119306/woman-accuses-lebanese-couple-torture
17 Signs That Shows She's No Longer Interested In You,Romance," / , / ,  / , (141011 Views) ",Japhet04,8:33am,Jan 28,2015,https://www.nairaland.com/2117514/17-signs-shows-shes-no
"Charly Boy Celebrates Lady D,  His Wife As She Turns A Year Older",Celebrities," / , / ,  / , (20590 Views) ",Prettychyna,3:59pm,Jan 30,2015,https://www.nairaland.com/2121665/charly-boy-celebrates-lady-d
Picture Of A Senior Citizen Carrying An Enlarged Pic Of Buhari @ Lagos APC Rally,Politics," / , / ,  / , (40778 Views) ",Clerverly,2:34pm,Jan 30,2015,https://www.nairaland.com/2121546/picture-senior-citizen-carrying-enlarged
"Heavy Rain in TBS , Surulere Stadium that brooms cant sweep, God Angry With APC?",Politics," / , / ,  / , (65683 Views) ",BERNIMOORE,12:22pm,Jan 30,2015,https://www.nairaland.com/2121371/heavy-rain-tbs-surulere-stadium
The Broom Or The Vacuum Cleaner?,Politics," / , / ,  / , (18308 Views) ",KevD123,1:03pm,Jan 29,2015,https://www.nairaland.com/2119726/broom-vacuum-cleaner
Ernest Obi Shows Off His Beautiful Wife And Kids (Photos) ,Celebrities," / , / ,  / , (43815 Views) ",KingEbukasBlog,1:23pm,Jan 28,2015,https://www.nairaland.com/2118031/ernest-obi-shows-off-beautiful
"PDP Presidential Campaign In Jalingo, Taraba (Photos) ",Politics," / , / ,  / , (23707 Views) ",ceo4eva,2:13pm,Jan 29,2015,https://www.nairaland.com/2119845/pdp-presidential-campaign-jalingo-taraba
What APC Did To PDP At Benin Presidential Rally (Photos),Politics," / , / ,  / , (60227 Views) ",dainformant,1:19pm,Jan 29,2015,https://www.nairaland.com/2119748/what-apc-did-pdp-benin
Jega Guarantees Corpers' Security In 2015 Elections,NYSC," / , / ,  / , (9996 Views) ",Obinoscopy,11:13am,Jan 29,2015,https://www.nairaland.com/2119540/jega-guarantees-corpers-security-2015
Ibinabo Fiberesima Shares Pics Of Daughter As She Turns 7 (Photos) ,Celebrities," / , / ,  / , (23582 Views) ",MRLINGTON,1:56pm,Jan 29,2015,https://www.nairaland.com/2119807/ibinabo-fiberesima-shares-pics-daughter
It’s Time To Vote Out ‘I Will Do President’ – Amaechi Blasts Jonathan,Politics," / , / ,  / , (34359 Views) ",lalasticlala,2:13pm,Jan 29,2015,https://www.nairaland.com/2119846/time-vote-out-president-amaechi
"Immigration Tragedy: Refund Our N1,000, Youths Cry Out",Jobs/Vacancies," / , / ,  / , (19708 Views) ",lalasticlala,2:06pm,Jan 29,2015,https://www.nairaland.com/2119829/immigration-tragedy-refund-n1000-youths
Your Top 5 Most Annoying Experiences With Other Road Users,Car Talk," / , / ,  / , (11998 Views) ",Rapmoney,1:41am,Aug 24,2014,https://www.nairaland.com/1870971/top-5-most-annoying-experiences
Buhari Boycotts Presidential Debate,Politics," / , / ,  / , (66480 Views) ",doyin1985,3:21pm,Jan 29,2015,https://www.nairaland.com/2119961/buhari-boycotts-presidential-debate
2015: Group Asks Court To Order INEC To Allow Temporary Voter Cards,Politics," / , / ,  / , (9077 Views) ",Obinoscopy,3:57pm,Jan 29,2015,https://www.nairaland.com/2120015/2015-group-asks-court-order
"Buhari Incapable Of Ruling A Democratic State, Has A Dark Past – Edwin  Clark",Politics," / , / ,  / , (13961 Views) ",lalasticlala,5:32pm,Jan 29,2015,https://www.nairaland.com/2120170/buhari-incapable-ruling-democratic-state
Photo Of The Day -  See What Bad Network Can Cause,Phones," / , / ,  / , (42684 Views) ",luigiajah,7:46am,Jan 29,2015,https://www.nairaland.com/2119231/photo-day-see-what-bad
APC Presidential Rally Oyo State (Live Pictures) ,Politics," / , / ,  / , (40061 Views) ",dayo23,3:13pm,Jan 29,2015,https://www.nairaland.com/2119954/apc-presidential-rally-oyo-state
President Jonathan's Convoy Stoned In Yola During Campaign - BBC,Politics," / , / ,  / , (33397 Views) ",KingEbukasBlog,5:34pm,Jan 29,2015,https://www.nairaland.com/2120177/president-jonathans-convoy-stoned-yola
Makurdi-port Harcourt Rail Line Opens For Commuters - Channelstv,Travel," / , / ,  / , (22718 Views) ",Ikengawo,6:21pm,Jan 29,2015,https://www.nairaland.com/2120242/makurdi-port-harcourt-rail-line-opens
"LASU VC, John Obafunwa Has No PhD & Holds Two Jobs - ASUU",Education," / , / ,  / , (31423 Views) ",lalasticlala,10:52pm,Jan 28,2015,https://www.nairaland.com/2118889/lasu-vc-john-obafunwa-no
Bird Flu Now In 11 States – FG,Health," / , / ,  / , (15619 Views) ",Dsegsam,5:46pm,Jan 28,2015,https://www.nairaland.com/2118453/bird-flu-now-11-states
"European Football (EPL, UEFA, La Liga)",Sports," / , / , / ,  / , (26367 Views) ",gcey2k,9:45pm,Jan 28,2015,https://www.nairaland.com/eurosoccer
Original Copy Of Photo Of Milk Maids At The Back Of The N10 Note,Politics," / , / ,  / , (43168 Views) ",lalasticlala,7:26pm,Jan 28,2015,https://www.nairaland.com/2118601/original-copy-photo-milk-maids
"Cameroon, Ivory Coast, Guinea, Mali: AFCON 2015 Group D",Sports," / , / ,  / , (19110 Views) ",khattab02,8:04pm,Jan 28,2015,https://www.nairaland.com/2091257/cameroon-ivory-coast-guinea-mali
Sex Secrets Of Nigerian Wife In The US Uploaded To Youtube,Family," / , / ,  / , (113836 Views) ",dre11,11:35pm,Jan 24,2015,https://www.nairaland.com/2111729/sex-secrets-nigerian-wife-us
"T.Y. Danjuma Wants Dokubo-Asari, Tompolo, Others Arrested",Politics," / , / ,  / , (35969 Views) ",DickDastardly,7:02pm,Jan 28,2015,https://www.nairaland.com/2118564/t.y-danjuma-wants-dokubo-asari-tompolo
,"Power Generation Drops By 2,042MW"," / ,  / , (16841 Views) ",Anikulhapo,4:05pm,Jan 28,2015,https://www.nairaland.com/2118296/power-generation-drops-2042mw
Checkout These Photo Of Basketmouth's Daughter,Celebrities," / , / ,  / , (36192 Views) ",agabakennedy,9:24am,Jan 28,2015,https://www.nairaland.com/2117614/checkout-these-photo-basketmouths-daughter
Chad Recaptures Nigerian Town From Boko Haram Militants,Politics," / , / ,  / , (32568 Views) ",BMZK,4:13pm,Jan 29,2015,https://www.nairaland.com/2120047/chad-recaptures-nigerian-town-boko
Cambridge University Provides More Details On Buhari’s WASC Results,Politics," / , / ,  / , (60351 Views) ",dodoniyi,6:48am,Jan 28,2015,https://www.nairaland.com/2117366/cambridge-university-provides-more-details
Vincent Enyeama And Son Playing Football Game (Photo) ,Sports," / , / ,  / , (35404 Views) ",haibe,10:14am,Jan 28,2015,https://www.nairaland.com/2117696/vincent-enyeama-son-playing-football
Abandoned Baby At Abule Egba This Morning(pic),Family," / , / ,  / , (36874 Views) ",jammyunn,12:03pm,Jan 28,2015,https://www.nairaland.com/2117885/abandoned-baby-abule-egba-morning
5 Things Every Married Man Should Do Around Single Women,Family," / , / ,  / , (39365 Views) ",stevewale,5:50am,Jan 28,2015,https://www.nairaland.com/2117318/5-things-every-married-man
"Jonathan Visits Ayiri Emami,  Warri Billionaire, At His Home (Photo) ",Politics," / , / ,  / , (54645 Views) ",glen12345,12:06pm,Jan 28,2015,https://www.nairaland.com/2117889/jonathan-visits-ayiri-emami-warri
"PDP Presidential Campaign Rally In Akure, Ondo (Photos) ",Politics," / , / ,  / , (29464 Views) ",ceo4eva,1:06pm,Jan 28,2015,https://www.nairaland.com/2117991/pdp-presidential-campaign-rally-akure
Taiye Taiwo Joins Legia Warsaw Of Poland,Sports," / , / ,  / , (14474 Views) ",Birikiti,11:49am,Jan 28,2015,https://www.nairaland.com/2117858/taiye-taiwo-joins-legia-warsaw
"Boko Haram Launches PR Campaign, Opens Twitter Account",Politics," / , / ,  / , (41868 Views) ",Ask77,1:27pm,Jan 28,2015,https://www.nairaland.com/2118041/boko-haram-launches-pr-campaign
8-Month Old Baby Who Lost Her Arm In A Boko Haram Attack Pictured,Politics," / , / ,  / , (37283 Views) ",lalasticlala,10:15am,Jan 28,2015,https://www.nairaland.com/2117698/8-month-old-baby-lost-arm
Okonjo-Iweala Responds To Soludo's Attack (Press Release),Politics," / , / ,  / , (55233 Views) ",dejt4u,12:43pm,Jan 28,2015,https://www.nairaland.com/2117946/okonjo-iweala-responds-soludos-attack-press
Oby Ezekwesili Reacts To Okonjo-Iweala's Response To Charles Soludo's Article,Politics," / , / ,  / , (42271 Views) ",sinorte,4:51pm,Jan 28,2015,https://www.nairaland.com/2118363/oby-ezekwesili-reacts-okonjo-iwealas-response
Tiwa Savage Stuns On The Cover Of Voodoo Magazine,Celebrities," / , / ,  / , (27062 Views) ",TinyToes,7:19am,Jan 28,2015,https://www.nairaland.com/2117401/tiwa-savage-stuns-cover-voodoo
"Labaran Maku Hits Back At David Mark, Ahmadu Ali Through A Press Statement  ",Politics," / , / ,  / , (41187 Views) ",Countryman93,4:01pm,Jan 28,2015,https://www.nairaland.com/2118287/labaran-maku-hits-back-david
"Bonang Matheba, D'banj’s Girlfriend In Sexy Pose With Burna Boy (Photos)",Celebrities," / , / ,  / , (51422 Views) ",lalasticlala,10:37am,Jan 28,2015,https://www.nairaland.com/2117734/bonang-matheba-dbanjs-girlfriend-sexy
Reasons Why Ladies Like Sex But Pretend They Hate It In Relationships,Romance," / , / ,  / , (96696 Views) ",tosyne2much,5:50pm,Jan 28,2015,https://www.nairaland.com/2118459/reasons-why-ladies-like-sex
APC Presidential Rally Taraba State (Photos) ,Politics," / , / ,  / , (29223 Views) ",RYANAYO,4:36pm,Jan 28,2015,https://www.nairaland.com/2118342/apc-presidential-rally-taraba-state
Court Lifts Suspension On APC's Fund-Raising Platform,Politics," / , / ,  / , (17386 Views) ",Mc4larin,10:48pm,Jan 28,2015,https://www.nairaland.com/2118886/court-lifts-suspension-apcs-fund-raising
12 Things You Didnt Know About Nigeria,Culture," / , / ,  / , (31776 Views) ",phymeon,12:27am,Jan 25,2015,https://www.nairaland.com/2111782/12-things-didnt-know-nigeria
I Never Thought APC Would Last This Long – Okupe,Politics," / , / ,  / , (29224 Views) ",NgeneUkwenu,1:21pm,Jan 27,2015,https://www.nairaland.com/2116136/never-thought-apc-last-long
Man Rapes 5-year-old Inside National Stadium,Crime," / , / ,  / , (31476 Views) ",dre11,7:49pm,Jan 26,2015,https://www.nairaland.com/2114913/man-rapes-5-year-old-inside-national
"Political Thugs Kill One, Injure Six In Lagos (photo)",Politics," / , / ,  / , (24707 Views) ",lalasticlala,1:32pm,Jan 27,2015,https://www.nairaland.com/2116156/political-thugs-kill-one-injure
Buhari's Late First Wife And Their Kids (Photos) ,Celebrities," / , / ,  / , (50715 Views) ",hauwababy,11:57am,Jan 27,2015,https://www.nairaland.com/2115997/buharis-late-first-wife-kids
Jimi Agbaje At Campaign Rally keja Today (Photos) ,Politics," / , / ,  / , (34121 Views) ",JDelight,1:54pm,Jan 27,2015,https://www.nairaland.com/2116193/jimi-agbaje-campaign-rally-keja
85 Year-old Community Leader Beheaded In Benin,Crime," / , / ,  / , (21334 Views) ",lalasticlala,1:26pm,Jan 27,2015,https://www.nairaland.com/2116148/85-year-old-community-leader-beheaded
Governor Ayo Fayose’s Mother [PHOTO],Politics," / , / ,  / , (28532 Views) ",goldrush111,4:05pm,Jan 28,2015,https://www.nairaland.com/2118298/governor-ayo-fayoses-mother-photo
"PDP Presidential Campaign Rally In Lafia, Nasarawa (Photos) ",Politics," / , / ,  / , (22648 Views) ",ceo4eva,3:06pm,Jan 27,2015,https://www.nairaland.com/2116319/pdp-presidential-campaign-rally-lafia
"APC Members Defect To PDP In Niger, Kebbi",Politics," / , / ,  / , (26105 Views) ",ishiamu,12:25pm,Jan 27,2015,https://www.nairaland.com/2116049/apc-members-defect-pdp-niger
"Dbanj Responds To ""Broke"" Rumours",Celebrities," / , / ,  / , (40822 Views) ",joshua8016,2:57pm,Jan 27,2015,https://www.nairaland.com/2116304/dbanj-responds-broke-rumours
Mob Beats 61 Year Old Gay Suspect To Stupour In Lagos,Crime," / , / ,  / , (38163 Views) ",lalasticlala,3:07pm,Jan 28,2015,https://www.nairaland.com/2118186/mob-beats-61-year-old
APC Leaders In Happy Mood As They Shake Hands At Campaign Meeting  (Photos),Politics," / , / ,  / , (38641 Views) ",lalasticlala,3:30pm,Jan 27,2015,https://www.nairaland.com/2116367/apc-leaders-happy-mood-shake
Why Are Women This Wicked....true Story,Romance," / , / ,  / , (33896 Views) ",marveangel,1:43pm,Jan 27,2015,https://www.nairaland.com/2116171/why-women-wicked....true-story
5 Reasons Ladies Find It Difficult To Approach Guys,Romance," / , / ,  / , (35783 Views) ",MuguliciousMUGU,8:13am,Jan 27,2015,https://www.nairaland.com/2115612/5-reasons-ladies-find-it
"Tania Omotayo, Wizkid's Girlfriend Caught Enjoying Hot Amala",Celebrities," / , / ,  / , (49739 Views) ",amzee,10:07pm,Jan 26,2015,https://www.nairaland.com/2115110/tania-omotayo-wizkids-girlfriend-caught
"Police Disrupts Gay Wedding, In Kano,  Arrests Groom ",Crime," / , / ,  / , (26577 Views) ",exlink10,2:12pm,Jan 27,2015,https://www.nairaland.com/2116213/police-disrupts-gay-wedding-kano
10 Common Misconceptions Ladies Have About Nigerian Guys,Romance," / , / ,  / , (19052 Views) ",tosyne2much,9:42pm,Jan 26,2015,https://www.nairaland.com/2115068/10-common-misconceptions-ladies-nigerian
Tuface Assists Annie In The Kitchen To Figure Out Which Pepper To Use (Photo) ,Celebrities," / , / ,  / , (44082 Views) ",olufikistick,3:07pm,Jan 27,2015,https://www.nairaland.com/2116322/tuface-assists-annie-kitchen-figure
"Buhari, A 'Man Of Integrity', Lied Under Oath - Femi Aribisala",Politics," / , / ,  / , (24378 Views) ",Titilayodeji13,12:16pm,Jan 27,2015,https://www.nairaland.com/2116037/buhari-man-integrity-lied-under
"IBB's Children,  Mohammed & Halima On PDP Campaign Train In Niger",Politics," / , / ,  / , (34680 Views) ",Omooba77,4:26pm,Jan 27,2015,https://www.nairaland.com/2116476/ibbs-children-mohammed-halima-pdp
Half Caste Actresses: Lilian Bach Vs Caroline Danjuma Vs Queeneth Hilbert,Celebrities," / , / ,  / , (55845 Views) ",lalasticlala,10:41am,Jan 27,2015,https://www.nairaland.com/2115864/half-caste-actresses-lilian-bach
7 Things Affecting Battery And Data Life On Your Android & How To Manage Them,Phones," / , / ,  / , (25138 Views) ",lalasticlala,12:16pm,Jan 27,2015,https://www.nairaland.com/2116038/7-things-affecting-battery-data
Apc's Reply To Prof Charles Soludo,Politics," / , / ,  / , (42901 Views) ",Alphaoscar,7:18pm,Jan 27,2015,https://www.nairaland.com/2116749/apcs-reply-prof-charles-soludo
Funke Akindele Threatens To Sue Blogger Linda Ikeji,Celebrities," / , / ,  / , (44612 Views) ",adebisiolumide5,7:40am,Jan 27,2015,https://www.nairaland.com/2115561/funke-akindele-threatens-sue-blogger
"Ghana Pulls Down Jonathan, Buhari Billboards",Politics," / , / ,  / , (30047 Views) ",free2ryhme,3:18am,Jan 27,2015,https://www.nairaland.com/2115382/ghana-pulls-down-jonathan-buhari
 Glo Super 6 Tourney: Best of Nigerian Football.,Sports," / , / ,  / , (13469 Views) ",robosky02,2:47pm,Jan 21,2015,https://www.nairaland.com/2105332/glo-super-6-tourney-best
Basket Mouth Puts On Shirt And Skirt (Photo) ,Celebrities," / , / ,  / , (33702 Views) ",olufikistick,2:11pm,Jan 25,2015,https://www.nairaland.com/2112583/basket-mouth-puts-shirt-skirt
"GEJ Meets With Dangote, Otedola, Other Businessmen In Lagos (Photos) ",Politics," / , / ,  / , (28912 Views) ",KenSaroWiwa,5:51pm,Jan 26,2015,https://www.nairaland.com/2114751/gej-meets-dangote-otedola-other
"President Jonathan Campaigns In Jos, Plateau State (live Pictures)",Politics," / , / ,  / , (26453 Views) ",sann204,3:12pm,Jan 26,2015,https://www.nairaland.com/2114470/president-jonathan-campaigns-jos-plateau
Jonathan Visits Emir Of Ilorin During PDP Campaign Rally In Kwara State (Photos),Politics," / , / ,  / , (20810 Views) ",ceo4eva,5:49pm,Jan 26,2015,https://www.nairaland.com/2114750/jonathan-visits-emir-ilorin-during
Caroline Danjuma Returns To Nollywood (photos),Celebrities," / , / ,  / , (49857 Views) ",lalasticlala,10:58pm,Jan 25,2015,https://www.nairaland.com/2113320/caroline-danjuma-returns-nollywood-photos
Zahra Buhari: Security Should Come First Not GMB's Certificate,Politics," / , / ,  / , (35175 Views) ",ketekete,1:25pm,Jan 26,2015,https://www.nairaland.com/2114284/zahra-buhari-security-should-come
"Osinbajo Has 5,000 Churches So Don't Vote For Buhari - Sambo In Jigawa State",Politics," / , / ,  / , (69196 Views) ",Krak,6:48am,Jan 26,2015,https://www.nairaland.com/2113602/osinbajo-5000-churches-dont-vote
President Jonathan Campaigns In Kwara (pictures),Politics," / , / ,  / , (34992 Views) ",Collynzo9,1:22pm,Jan 26,2015,https://www.nairaland.com/2114274/president-jonathan-campaigns-kwara-pictures
NAFDAC Intercepts And Seizes 4*40ft & 1*20ft Containers Of Fake Drugs At Apapa,Health," / , / ,  / , (13128 Views) ",Ariyke,12:50pm,Jan 26,2015,https://www.nairaland.com/2114219/nafdac-intercepts-seizes-4-40ft
Wilfred Agbonivbare Is Dead -  Former Eagles Goalkeeper  (Pictured),Sports," / , / ,  / , (36245 Views) ",lalasticlala,1:19pm,Jan 27,2015,https://www.nairaland.com/2116130/wilfred-agbonivbare-dead-former-eagles
Militants Killed In Maiduguri During Sunday Attacks (Graphic Photos) ,Politics," / , / ,  / , (55798 Views) ",dainformant,3:15pm,Jan 26,2015,https://www.nairaland.com/2114473/militants-killed-maiduguri-during-sunday
Asisat Oshoala Scores A Goal For Liverpool On Her Debut,Sports," / , / ,  / , (32754 Views) ",prettyprettywow,10:49pm,Jan 25,2015,https://www.nairaland.com/2113315/asisat-oshoala-scores-goal-liverpool
"Ekiti State University Students Rioting Now In Epe, Lagos.",Education," / , / ,  / , (35626 Views) ",eazydon,2:49pm,Jan 26,2015,https://www.nairaland.com/2114441/ekiti-state-university-students-rioting
Woman Almost Killed Her 12 Year Old Maid In Ibadan (Graphic Photos) ,Family," / , / ,  / , (45759 Views) ",Kenneth205,3:03pm,Jan 26,2015,https://www.nairaland.com/2114462/woman-almost-killed-12-year
Throw Back Pictures Of Mo Hit Record,Celebrities," / , / ,  / , (25452 Views) ",joshua8016,4:43pm,Jan 26,2015,https://www.nairaland.com/2114637/throw-back-pictures-mo-hit
9 Reasons Most Nigerian Ladies Don't Get Married,Romance," / , / ,  / , (52054 Views) ",WEIRDPC,8:28am,Jan 26,2015,https://www.nairaland.com/2113751/9-reasons-most-nigerian-ladies
Muna Obiekwe’s Burial Arrangements Announced,Celebrities," / , / ,  / , (28403 Views) ",gistyinka,12:56pm,Jan 26,2015,https://www.nairaland.com/2114225/muna-obiekwes-burial-arrangements-announced
2015: Buhari Promises Igbo Youths One Million Jobs,Politics," / , / ,  / , (20908 Views) ",Trut,4:36pm,Jan 25,2015,https://www.nairaland.com/2112764/2015-buhari-promises-igbo-youths
Should INEC Postpone The Election To Allow More People Collect Their PVC?,Politics," / , / ,  / , (17019 Views) ",maclatunji,4:06pm,Jan 26,2015,https://www.nairaland.com/2114561/should-inec-postpone-election-allow
Etisalat Sales Girl Has Put My Relationship  in Trouble ,Romance," / , / ,  / , (44558 Views) ",Lolaabokoku,10:11pm,Jan 24,2015,https://www.nairaland.com/2111614/etisalat-sales-girl-put-relationship
Redeemers University To Suspend 22 Students For Not Attending Church,Education," / , / ,  / , (17593 Views) ",lalasticlala,10:34am,Jan 26,2015,https://www.nairaland.com/2113967/redeemers-university-suspend-22-students
"Some Unforeseen ""Costs"" Marriage Comes With.",Romance," / , / ,  / , (27388 Views) ",thiefnubu,9:42pm,Jan 22,2015,https://www.nairaland.com/2107999/some-unforeseen-costs-marriage-comes
"Boko Haram Freed Over 200 Women, Children In Yobe",Politics," / , / ,  / , (24366 Views) ",dejt4u,6:49am,Jan 25,2015,https://www.nairaland.com/2111953/boko-haram-freed-over-200
UPDATE: Maiduguri is Under Partial Attack!,Politics," / , / ,  / , (30970 Views) ",LRNZH,7:34am,Jan 25,2015,https://www.nairaland.com/2112007/update-maiduguri-under-partial-attack
"Evil In The Church; My Experience At Dunamis, Abuja. (pictures)",Religion," / , / ,  / , (105748 Views) ",shedyman,1:07pm,Jan 25,2015,https://www.nairaland.com/2112494/evil-church-experience-dunamis-abuja
Bishop Oyedepo Said He Will Open The Gates Of Hell On Whoever Opposes GEJ.,Politics," / , / ,  / , (88097 Views) ",mistabiola,12:55pm,Jan 25,2015,https://www.nairaland.com/2112475/bishop-oyedepo-said-he-open
The Wedding Jollof Rice Finished After I Paid For Asoebi,Romance," / , / ,  / , (28873 Views) ",Naijasinglegirl,7:38am,Nov 14,2014,https://www.nairaland.com/1996422/wedding-jollof-rice-finished-after
President Jonathan Hosts Nollywood Stars And Entertainers(Pics),Celebrities," / , / ,  / , (26631 Views) ",amakachinwe3,7:53am,Jan 25,2015,https://www.nairaland.com/2112037/president-jonathan-hosts-nollywood-stars
Jonathan Welcomes John Kerry To Nigeria (photos),Politics," / , / ,  / , (37244 Views) ",lalasticlala,4:35pm,Jan 25,2015,https://www.nairaland.com/2112762/jonathan-welcomes-john-kerry-nigeria
Ex Kogi Gov Audu Abubakar Gets Married To A Much Younger Lady,Celebrities," / , / ,  / , (58327 Views) ",yemicoal,3:17pm,Jan 25,2015,https://www.nairaland.com/2112657/ex-kogi-gov-audu-abubakar
"Politicians, Pastors, Birds Of The Same Feathers",Politics," / , / ,  / , (16661 Views) ",lalasticlala,12:22pm,Jan 21,2015,https://www.nairaland.com/2105027/politicians-pastors-birds-same-feathers
"Buhari, Tinubu, Amaechi Meet USA Secretary Of States, Kerry (Photo) ",Politics," / , / ,  / , (53105 Views) ",arewatech,5:40pm,Jan 25,2015,https://www.nairaland.com/2112851/buhari-tinubu-amaechi-meet-usa
Mass Exodus Hits Hausa (northern) Community In Bayelsa State,Politics," / , / ,  / , (55575 Views) ",pekeyim,1:48pm,Jan 25,2015,https://www.nairaland.com/2112543/mass-exodus-hits-hausa-northern
2015 Election Shift May Return Military Rule -  Ex-Generals,Politics," / , / ,  / , (23190 Views) ",LRNZH,7:16am,Jan 25,2015,https://www.nairaland.com/2111977/2015-election-shift-may-return
Nigerian Smart Card Plant Supports Expansion Of Financial Services To Poor,Programming," / , / ,  / , (8533 Views) ",lalasticlala,8:26am,Jan 25,2015,https://www.nairaland.com/2112081/nigerian-smart-card-plant-supports
Mcsmith Ochendo Comes After Muna Obiekwe's Godmother,Celebrities," / , / ,  / , (35212 Views) ",agabakennedy,4:28pm,Jan 25,2015,https://www.nairaland.com/2112752/mcsmith-ochendo-comes-after-muna
Buhari's Certificate Saga: His Principal Is Alive & Well - Police,Politics," / , / ,  / , (25233 Views) ",Obinoscopy,6:22pm,Jan 25,2015,https://www.nairaland.com/2112903/buharis-certificate-saga-principal-alive
"European Football (EPL, UEFA, La Liga)",Sports," / , / , / ,  / , (19703 Views) ",Segadem,6:25pm,Jan 25,2015,https://www.nairaland.com/eurosoccer
"Niyola, EME First Lady Takes A Selfie With Just Her Underwears (PHOTO)",Celebrities," / , / ,  / , (59591 Views) ",manchidede1,5:09pm,Jan 25,2015,https://www.nairaland.com/2112813/niyola-eme-first-lady-takes
"Nigeria Plans To Ban Pornographic Websites - Sambo Dasuki, NSA",Webmasters," / , / ,  / , (36965 Views) ",luigiajah,5:46pm,Jan 25,2015,https://www.nairaland.com/2112855/nigeria-plans-ban-pornographic-websites
"Two Young Girls Beheaded In Iju, Ondo State",Crime," / , / ,  / , (34773 Views) ",lalasticlala,4:31pm,Jan 25,2015,https://www.nairaland.com/2112758/two-young-girls-beheaded-iju
Mistakes Ladies Make When Their Guys Cheat On Them,Romance," / , / ,  / , (38567 Views) ",priscaoge,9:42pm,Jan 22,2015,https://www.nairaland.com/2107998/mistakes-ladies-make-when-guys
We Will Vote Jonathan Despite Our Regrets In Voting Him In 2011 – Middle Belt,Politics," / , / ,  / , (20277 Views) ",LagosBoi2,2:55am,Jan 24,2015,https://www.nairaland.com/2110138/vote-jonathan-despite-regrets-voting
Omotola Ekeinde Celebrates 20 Years On Stage In Lavish Ceremony In Abuja (Pics),Celebrities," / , / ,  / , (31138 Views) ",badassProdigy,2:28pm,Jan 25,2015,https://www.nairaland.com/2112606/omotola-ekeinde-celebrates-20-years
Donjazzy Replies Fan Who Asked Him If Dbanj Is Really Broke [photos],Celebrities," / , / ,  / , (60707 Views) ",x6blade,11:19am,Jan 24,2015,https://www.nairaland.com/2110689/donjazzy-replies-fan-asked-him
Certificate Saga: Why We Attached Buhari’s Recent Photograph – School,Politics," / , / ,  / , (36067 Views) ",ShowYourCertificate,10:45am,Jan 24,2015,https://www.nairaland.com/2110615/certificate-saga-why-attached-buharis
Reasons Why Ladies Steal Their Friend's Boyfriend,Romance," / , / ,  / , (32860 Views) ",shumuel,1:04pm,Jan 24,2015,https://www.nairaland.com/2110842/reasons-why-ladies-steal-friends
Patience Jonathan Shows Off Her PVCs (Photo) ,Politics," / , / ,  / , (27186 Views) ",chimere66,4:04pm,Jan 23,2015,https://www.nairaland.com/2109327/patience-jonathan-shows-off-pvcs
Guys Beware: Too Many Runs Girls Nowadays.,Romance," / , / ,  / , (42376 Views) ",clevvermind,11:49am,Jan 23,2015,https://www.nairaland.com/2108888/guys-beware-too-many-runs
Iyanya Doses Off While On Dinning Table (photo),Celebrities," / , / ,  / , (34119 Views) ",callistus124,3:12pm,Jan 24,2015,https://www.nairaland.com/2111044/iyanya-doses-off-while-dinning
Patience Jonathan Builds New Mansion In Okrika (Photos) - Citypeople Magazine,Politics," / , / ,  / , (57819 Views) ",lalasticlala,3:34pm,Jan 24,2015,https://www.nairaland.com/2111083/patience-jonathan-builds-new-mansion
The Terrible Price Of An “unlimited Internet Service” In Nigeria,Phones," / , / ,  / , (43863 Views) ",hummerwise,12:52am,Jan 24,2015,https://www.nairaland.com/2110047/terrible-price-unlimited-internet-service
PDP Vs APC:See The Hilarious Adverts That Have Got Everyone Talking(Photos),Politics," / , / ,  / , (51894 Views) ",chinyere162,6:07am,Jan 24,2015,https://www.nairaland.com/2110232/pdp-vs-apc-see-hilarious
PDP Presidential Campaign Rally In Borno ,Politics," / , / ,  / , (34724 Views) ",NgeneUkwenu,1:43pm,Jan 24,2015,https://www.nairaland.com/2110889/pdp-presidential-campaign-rally-borno
Mercy Johnson Returns To Nigeria With Her Baby Son,Celebrities," / , / ,  / , (39820 Views) ",Bisjosh,3:45pm,Jan 24,2015,https://www.nairaland.com/2111101/mercy-johnson-returns-nigeria-baby
"European Football (EPL, UEFA, La Liga)",Sports," / , / , / ,  / , (30892 Views) ",parrotibaba,5:46pm,Jan 24,2015,https://www.nairaland.com/eurosoccer
5 Reasons Why You Should Not Study Law In Nigeria,Education," / , / ,  / , (32208 Views) ",nollyj,2:23pm,Jan 24,2015,https://www.nairaland.com/2110940/5-reasons-why-should-not
PDP Takes Over Adoke Amasiemeka Stadium Rivers State (pictures),Politics," / , / ,  / , (40525 Views) ",ifeanyija,4:11pm,Jan 24,2015,https://www.nairaland.com/2111133/pdp-takes-over-adoke-amasiemeka
Jonathan’s Rally: Soldiers Occupy Rivers Amiesimaka Stadium,Politics," / , / ,  / , (46530 Views) ",sCun,12:12pm,Jan 24,2015,https://www.nairaland.com/2110769/jonathans-rally-soldiers-occupy-rivers
